symbol,exchange,sector,date,close,volume,price_change_pct,volume_change_pct,trading_value,trading_value_change_pct,market_cap
JVC,HOSE,Medical Equipment and Services,2025-09-10,8780,535700,-0.009029345,-0.309842824,4703446000.0,-0.316074492,970876000000.0
KBC,HOSE,Real Estate Investment and Services,2025-09-10,34950,5546800,-0.008510638,0.147147023,193861000000.0,0.13738407,33620600000000.0
KDC,HOSE,Food Producers,2025-09-10,52700,289100,-0.001893939,-0.144674556,15235570000.0,-0.146294491,15098900000000.0
KDH,HOSE,Real Estate Investment and Services,2025-09-10,32450,4571600,0.00154321,-0.093835481,148348000000.0,-0.092437079,36092700000000.0
KHG,HOSE,Real Estate Investment and Services,2025-09-10,6960,14368600,-0.00286533,0.290075239,100005000000.0,0.286378749,3164020000000.0
KHP,HOSE,Electricity,2025-09-10,12600,23500,0.0,-0.735062007,296100000.0,-0.735062007,
KMR,HOSE,Industrial Materials,2025-09-10,3050,15100,-0.003267974,2.431818182,46055000.0,2.42060309,
KOS,HOSE,Real Estate Investment and Services,2025-09-10,39100,363500,0.00128041,0.038868248,14212850000.0,0.040198425,8399480000000.0
KSB,HOSE,Construction and Materials,2025-09-10,19600,1831900,0.005128205,0.392021277,35905240000.0,0.399159847,
L10,HOSE,Construction and Materials,2025-09-10,24000,200,0.059602649,1.0,4800000.0,1.119205298,
LBM,HOSE,Construction and Materials,2025-09-10,38700,46500,-0.003861004,2.72,1799550000.0,2.705637066,
LCG,HOSE,Construction and Materials,2025-09-10,12350,2084400,0.004065041,0.0523021,25742340000.0,0.056579751,
LDG,HOSE,Real Estate Investment and Services,2025-09-10,4750,1582400,0.0,0.70113954,7516400000.0,0.70113954,
LGC,HOSE,Industrial Engineering,2025-10-09,62300,0,0.0,0.0,0.0,0.0,12014852243456.0
LGL,HOSE,Real Estate Investment and Services,2025-09-10,4980,247700,0.014256619,0.693096377,1233546000.0,0.717234208,
LHG,HOSE,Real Estate Investment and Services,2025-09-10,30050,253300,0.001666667,0.977361436,7611665000.0,0.980657039,
LIX,HOSE,"Personal Care, Drug and Grocery Stores",2025-09-10,35700,92700,0.037790698,1.121281465,3309390000.0,1.201446171,
LM8,HOSE,Construction and Materials,2025-10-09,13800,0,0.0,0.0,0.0,0.0,
LPB,HOSE,Banks,2025-09-10,51200,4284400,-0.015384615,0.414600324,219361000000.0,0.392837242,154144000000000.0
LSS,HOSE,Food Producers,2025-09-10,10350,196700,0.009756098,-0.634726091,2035845000.0,-0.631162443,
